sales_order_id,date,id,created_at,quantity,sku,name,name_i,face_price,currency,country,state_i,state_o,status,external_unit_price,name_o,city,country_o,year,month,day,weekday,price,total,net_price,net_income,percent_margin
18357,2023-01-03 00:00:00,109697,2023-01-03 10:53:28,1000,PSN50,PlayStation Network Card $50 (USA),SONY,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4463, ""currency"": ""USD""}",BASATNE INTERNATIONAL LLC,Addison,US,2023,1,3,Tuesday,44.63,44630.0,5.369999999999997,5370.0,10.74
18357,2023-01-03 00:00:00,109698,2023-01-03 10:53:28,1000,PSN100,PlayStation Network Card $100 (USA),SONY,100.0,USD,US,fulfilled,complete,0,"{""amount"": 8925, ""currency"": ""USD""}",BASATNE INTERNATIONAL LLC,Addison,US,2023,1,3,Tuesday,89.25,89250.0,10.75,10750.0,10.75
18358,2023-01-03 00:00:00,109699,2023-01-03 10:57:09,3000,PSN25,PlayStation Network Card $25 (USA),SONY,25.0,USD,US,fulfilled,complete,0,"{""amount"": 2250, ""currency"": ""USD""}",ABAAD ALJEEL DBA LIKE4CARD,Rihadh,SA,2023,1,3,Tuesday,22.5,67500.0,2.5,7500.0,10.0
18358,2023-01-03 00:00:00,109700,2023-01-03 10:57:09,3000,PSN50,PlayStation Network Card $50 (USA),SONY,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4500, ""currency"": ""USD""}",ABAAD ALJEEL DBA LIKE4CARD,Rihadh,SA,2023,1,3,Tuesday,45.0,135000.0,5.0,15000.0,10.0
18359,2023-01-03 00:00:00,109701,2023-01-03 10:58:11,100,IT05,Apple Gift Card $5 (Canada),APPLE,5.0,CAD,CA,fulfilled,complete,0,"{""amount"": 487, ""currency"": ""CAD""}",ABAAD ALJEEL DBA LIKE4CARD (CAD),Rihadh,SA,2023,1,3,Tuesday,4.87,487.0,0.1299999999999999,13.0,2.6
18359,2023-01-03 00:00:00,109702,2023-01-03 10:58:11,100,IT10,Apple Gift Card $10 (Canada),APPLE,10.0,CAD,CA,fulfilled,complete,0,"{""amount"": 975, ""currency"": ""CAD""}",ABAAD ALJEEL DBA LIKE4CARD (CAD),Rihadh,SA,2023,1,3,Tuesday,9.75,975.0,0.25,25.0,2.5
18359,2023-01-03 00:00:00,109703,2023-01-03 10:58:11,100,IT25,Apple Gift Card $25 (Canada),APPLE,25.0,CAD,CA,fulfilled,complete,0,"{""amount"": 2437, ""currency"": ""CAD""}",ABAAD ALJEEL DBA LIKE4CARD (CAD),Rihadh,SA,2023,1,3,Tuesday,24.37,2437.0,0.629999999999999,63.0,2.52
18359,2023-01-03 00:00:00,109704,2023-01-03 10:58:11,100,IT50,Apple Gift Card $50 (Canada),APPLE,50.0,CAD,CA,fulfilled,complete,0,"{""amount"": 4873, ""currency"": ""CAD""}",ABAAD ALJEEL DBA LIKE4CARD (CAD),Rihadh,SA,2023,1,3,Tuesday,48.73,4873.0,1.2700000000000031,127.0,2.54
18359,2023-01-03 00:00:00,109705,2023-01-03 10:58:11,100,IT100,Apple Gift Card $100 (Canada),APPLE,100.0,CAD,CA,fulfilled,complete,0,"{""amount"": 9746, ""currency"": ""CAD""}",ABAAD ALJEEL DBA LIKE4CARD (CAD),Rihadh,SA,2023,1,3,Tuesday,97.46,9746.0,2.5400000000000063,254.0,2.54
18359,2023-01-03 00:00:00,109706,2023-01-03 10:58:11,200,PSN10,PlayStation Network Card $10 (CAN),SONY,10.0,CAD,CA,fulfilled,complete,0,"{""amount"": 955, ""currency"": ""CAD""}",ABAAD ALJEEL DBA LIKE4CARD (CAD),Rihadh,SA,2023,1,3,Tuesday,9.55,1910.0,0.4499999999999993,90.0,4.5
18360,2023-01-03 00:00:00,109707,2023-01-03 11:02:04,175,NES3M,Nintendo 3 Month Subscription (USA),NINTENDO ESHOP,7.99,USD,US,fulfilled,complete,0,"{""amount"": 740, ""currency"": ""USD""}",KorsIT,Eindhoven,NL,2023,1,3,Tuesday,7.4,1295.0,0.5899999999999999,103.25,7.38
18360,2023-01-03 00:00:00,109708,2023-01-03 11:02:04,200,NES12M,Nintendo 12 Month Subscription (USA),NINTENDO ESHOP,19.99,USD,US,fulfilled,complete,0,"{""amount"": 1845, ""currency"": ""USD""}",KorsIT,Eindhoven,NL,2023,1,3,Tuesday,18.45,3690.0,1.5399999999999991,308.0,7.7
18361,2023-01-03 00:00:00,109709,2023-01-03 11:06:12,100,IT25,Apple Gift Card $25 (USA),APPLE,25.0,USD,US,fulfilled,complete,0,"{""amount"": 2437, ""currency"": ""USD""}",MOL AccessPortal Sdn Bhd,Kuala Lumpur,MY,2023,1,3,Tuesday,24.37,2437.0,0.629999999999999,63.0,2.52
18361,2023-01-03 00:00:00,109710,2023-01-03 11:06:12,105,IT15,Apple Gift Card $15 (USA),APPLE,15.0,USD,US,fulfilled,complete,0,"{""amount"": 1462, ""currency"": ""USD""}",MOL AccessPortal Sdn Bhd,Kuala Lumpur,MY,2023,1,3,Tuesday,14.62,1535.1,0.3800000000000008,39.9,2.53
18361,2023-01-03 00:00:00,109711,2023-01-03 11:06:12,150,IT10,Apple Gift Card $10 (USA),APPLE,10.0,USD,US,fulfilled,complete,0,"{""amount"": 975, ""currency"": ""USD""}",MOL AccessPortal Sdn Bhd,Kuala Lumpur,MY,2023,1,3,Tuesday,9.75,1462.5,0.25,37.5,2.5
18362,2023-01-03 00:00:00,109712,2023-01-03 11:08:44,400,NES10,Nintendo eShop $10 (USA),NINTENDO ESHOP,10.0,USD,US,fulfilled,complete,0,"{""amount"": 905, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,9.05,3620.0,0.9499999999999993,380.0,9.5
18362,2023-01-03 00:00:00,109713,2023-01-03 11:08:44,400,NES20,Nintendo eShop $20 (USA),NINTENDO ESHOP,20.0,USD,US,fulfilled,complete,0,"{""amount"": 1805, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,18.05,7220.0,1.9499999999999993,780.0,9.75
18362,2023-01-03 00:00:00,109714,2023-01-03 11:08:44,200,NES50,Nintendo eShop $50 (USA),NINTENDO ESHOP,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4450, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,44.5,8900.0,5.5,1100.0,11.0
18362,2023-01-03 00:00:00,109715,2023-01-03 11:08:44,200,XB05,XBOX $5 (USA),MICROSOFT,5.0,USD,US,fulfilled,complete,0,"{""amount"": 465, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,4.65,930.0,0.34999999999999964,70.0,7.0
18362,2023-01-03 00:00:00,109716,2023-01-03 11:08:44,100,XB10,XBOX $10 (USA),MICROSOFT,10.0,USD,US,fulfilled,complete,0,"{""amount"": 935, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,9.35,935.0,0.6500000000000004,65.0,6.5
18362,2023-01-03 00:00:00,109717,2023-01-03 11:08:44,50,XB50,XBOX $50 (USA),MICROSOFT,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4525, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,45.25,2262.5,4.75,237.5,9.5
18362,2023-01-03 00:00:00,109718,2023-01-03 11:08:44,50,AMZ10,Amazon $10,AMAZON,10.0,USD,US,fulfilled,complete,0,"{""amount"": 994, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,9.94,497.0,0.0600000000000005,3.0,0.6
18362,2023-01-03 00:00:00,109719,2023-01-03 11:08:44,50,AMZ50,Amazon $50,AMAZON,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4925, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,49.25,2462.5,0.75,37.5,1.5
18362,2023-01-03 00:00:00,109720,2023-01-03 11:08:44,10,EB15,eBay $15 (USA),EBAY,15.0,USD,US,fulfilled,complete,0,"{""amount"": 1477, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,14.77,147.7,0.23000000000000043,2.3,1.53
18362,2023-01-03 00:00:00,109721,2023-01-03 11:08:45,50,MCFTMC1720,Minecraft Minecoins Pack 1720 Coins,MICROSOFT,9.99,USD,US,fulfilled,complete,0,"{""amount"": 915, ""currency"": ""USD""}",Play Coin Pte Ltd,,SG,2023,1,3,Tuesday,9.15,457.5,0.8399999999999999,42.0,8.41
18363,2023-01-03 00:00:00,109722,2023-01-03 11:15:59,4,EAP25,EA Play $25 (USA),EA,25.0,USD,US,fulfilled,complete,0,"{""amount"": 2225, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,22.25,89.0,2.75,11.0,11.0
18363,2023-01-03 00:00:00,109723,2023-01-03 11:15:59,15,KK50,Karma Koin $50 (USA),NEXON,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4670, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,46.7,700.5,3.299999999999997,49.5,6.6
18363,2023-01-03 00:00:00,109724,2023-01-03 11:15:59,15,NES3M,Nintendo 3 Month Subscription (USA),NINTENDO ESHOP,7.99,USD,US,fulfilled,complete,0,"{""amount"": 740, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,7.4,111.0,0.5899999999999999,8.85,7.38
18363,2023-01-03 00:00:00,109725,2023-01-03 11:15:59,10,NES12M,Nintendo 12 Month Subscription (USA),NINTENDO ESHOP,19.99,USD,US,fulfilled,complete,0,"{""amount"": 1845, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,18.45,184.5,1.5399999999999991,15.4,7.7
18363,2023-01-03 00:00:00,109726,2023-01-03 11:15:59,150,RBLX10,Roblox Gift Card $10,ROBLOX,10.0,USD,BR,fulfilled,complete,0,"{""amount"": 920, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,9.2,1380.0,0.8000000000000007,120.0,8.0
18363,2023-01-03 00:00:00,109727,2023-01-03 11:15:59,40,RBLX25,Roblox Gift Card $25,ROBLOX,25.0,USD,BR,fulfilled,complete,0,"{""amount"": 2300, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,23.0,920.0,2.0,80.0,8.0
18363,2023-01-03 00:00:00,109728,2023-01-03 11:16:00,20,RBLX50,Roblox Gift Card $50 (USA),ROBLOX,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4600, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,46.0,920.0,4.0,80.0,8.0
18363,2023-01-03 00:00:00,109729,2023-01-03 11:16:00,120,PSN50,PlayStation Network Card $50 (USA),SONY,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4575, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,45.75,5490.0,4.25,510.0,8.5
18363,2023-01-03 00:00:00,109730,2023-01-03 11:16:00,80,XB10,XBOX $10 (USA),MICROSOFT,10.0,USD,US,fulfilled,complete,0,"{""amount"": 935, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,9.35,748.0,0.6500000000000004,52.0,6.5
18363,2023-01-03 00:00:00,109731,2023-01-03 11:16:00,30,XB25,XBOX $25 (USA),MICROSOFT,25.0,USD,US,fulfilled,complete,0,"{""amount"": 2265, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,22.65,679.5,2.3500000000000014,70.5,9.4
18363,2023-01-03 00:00:00,109732,2023-01-03 11:16:00,20,XB50,XBOX $50 (USA),MICROSOFT,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4525, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,45.25,905.0,4.75,95.0,9.5
18363,2023-01-03 00:00:00,109733,2023-01-03 11:16:00,20,XB100,XBOX $100 (USA),MICROSOFT,100.0,USD,US,fulfilled,complete,0,"{""amount"": 9080, ""currency"": ""USD""}",PayThem.Net WLL,Doha,QA,2023,1,3,Tuesday,90.8,1816.0,9.200000000000003,184.0,9.2
18364,2023-01-03 00:00:00,109734,2023-01-03 11:18:39,130,NES35,Nintendo eShop $35 (USA),NINTENDO ESHOP,35.0,USD,US,fulfilled,complete,0,"{""amount"": 3125, ""currency"": ""USD""}",IBANEZBLACK,Lombok Barat,ID,2023,1,3,Tuesday,31.25,4062.5,3.75,487.5,10.71
18364,2023-01-03 00:00:00,109735,2023-01-03 11:18:39,30,BB50,Blizzard Balance $50 (USA),BLIZZARD,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4675, ""currency"": ""USD""}",IBANEZBLACK,Lombok Barat,ID,2023,1,3,Tuesday,46.75,1402.5,3.25,97.5,6.5
18364,2023-01-03 00:00:00,109736,2023-01-03 11:18:39,40,FFRR60,Final Fantasy XIV: A Realm Reborn 60 Day Time Card (USA),SQUARE ENIX,30.0,USD,US,fulfilled,complete,0,"{""amount"": 2575, ""currency"": ""USD""}",IBANEZBLACK,Lombok Barat,ID,2023,1,3,Tuesday,25.75,1030.0,4.25,170.0,14.17
18364,2023-01-03 00:00:00,109737,2023-01-03 11:18:39,20,WOW60,World of Warcraft 60 Day Time Card (USA),BLIZZARD,29.99,USD,US,fulfilled,complete,0,"{""amount"": 2800, ""currency"": ""USD""}",IBANEZBLACK,Lombok Barat,ID,2023,1,3,Tuesday,28.0,560.0,1.9899999999999984,39.8,6.64
18365,2023-01-03 00:00:00,109738,2023-01-03 11:20:25,100,PSP1Y,PlayStation Plus 1 Year Membership,SONY,59.99,USD,BR,fulfilled,complete,0,"{""amount"": 4650, ""currency"": ""USD""}",COLOMBIANUP SAS,Bello,CO,2023,1,3,Tuesday,46.5,4650.0,13.490000000000002,1349.0,22.49
18365,2023-01-03 00:00:00,109739,2023-01-03 11:20:25,50,PSP3M,PlayStation Plus 3 Month Membership,SONY,24.99,USD,BR,fulfilled,complete,0,"{""amount"": 2000, ""currency"": ""USD""}",COLOMBIANUP SAS,Bello,CO,2023,1,3,Tuesday,20.0,1000.0,4.989999999999998,249.5,19.97
18366,2023-01-03 00:00:00,109740,2023-01-03 11:22:39,25,IT25,Apple Gift Card $25 (USA),APPLE,25.0,USD,US,fulfilled,complete,0,"{""amount"": 2437, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,24.37,609.25,0.629999999999999,15.75,2.52
18366,2023-01-03 00:00:00,109741,2023-01-03 11:22:39,20,IT50,Apple Gift Card $50 (USA),APPLE,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4873, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,48.73,974.6,1.2700000000000031,25.4,2.54
18366,2023-01-03 00:00:00,109742,2023-01-03 11:22:39,10,FFRR60,Final Fantasy XIV: A Realm Reborn 60 Day Time Card (USA),SQUARE ENIX,30.0,USD,US,fulfilled,complete,0,"{""amount"": 2575, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,25.75,257.5,4.25,42.5,14.17
18366,2023-01-03 00:00:00,109743,2023-01-03 11:22:39,3,KK25,Karma Koin $25 (USA),NEXON,25.0,USD,US,fulfilled,complete,0,"{""amount"": 2340, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,23.4,70.2,1.6000000000000014,4.8,6.4
18366,2023-01-03 00:00:00,109744,2023-01-03 11:22:39,2,KK50,Karma Koin $50 (USA),NEXON,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4670, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,46.7,93.4,3.299999999999997,6.6,6.6
18366,2023-01-03 00:00:00,109745,2023-01-03 11:22:39,2,PUBG1800,PUBG MOBILE 1500 + 300 UC $24.99,PUBG,24.99,USD,,fulfilled,complete,0,"{""amount"": 2172, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,21.72,43.44,3.2699999999999996,6.54,13.09
18366,2023-01-03 00:00:00,109746,2023-01-03 11:22:39,15,PSN110,PlayStation™Store $110 (USA),SONY,110.0,USD,US,fulfilled,complete,0,"{""amount"": 10120, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,101.2,1518.0,8.799999999999997,132.0,8.0
18366,2023-01-03 00:00:00,109747,2023-01-03 11:22:39,40,PSP1Y,PlayStation Plus 1 Year Membership,SONY,59.99,USD,BR,fulfilled,complete,0,"{""amount"": 4650, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,46.5,1860.0,13.490000000000002,539.6,22.49
18366,2023-01-03 00:00:00,109748,2023-01-03 11:22:39,2,KIW2.5,Kingsisle Wizard 101 $2.50 (USA),KINGSISLE,2.5,USD,US,fulfilled,complete,0,"{""amount"": 220, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,2.2,4.4,0.2999999999999998,0.6,12.0
18366,2023-01-03 00:00:00,109749,2023-01-03 11:22:39,2,KIW10,Kingsisle Wizard 101 $10 (USA),KINGSISLE,10.0,USD,US,fulfilled,complete,0,"{""amount"": 870, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,8.7,17.4,1.3000000000000007,2.6,13.0
18366,2023-01-03 00:00:00,109750,2023-01-03 11:22:39,50,NES10,Nintendo eShop $10 (USA),NINTENDO ESHOP,10.0,USD,US,fulfilled,complete,0,"{""amount"": 905, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,9.05,452.5,0.9499999999999993,47.5,9.5
18366,2023-01-03 00:00:00,109751,2023-01-03 11:22:40,60,NES50,Nintendo eShop $50 (USA),NINTENDO ESHOP,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4450, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,44.5,2670.0,5.5,330.0,11.0
18366,2023-01-03 00:00:00,109752,2023-01-03 11:22:40,5,NES3M,Nintendo 3 Month Subscription (USA),NINTENDO ESHOP,7.99,USD,US,fulfilled,complete,0,"{""amount"": 740, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,7.4,37.0,0.5899999999999999,2.95,7.38
18366,2023-01-03 00:00:00,109753,2023-01-03 11:22:40,2,TWCH50,Twitch Gift Card $50 (USA),Twitch,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4850, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,48.5,97.0,1.5,3.0,3.0
18366,2023-01-03 00:00:00,109754,2023-01-03 11:22:40,3,SPT60,Spotify $60 (USA),SPOTIFY,60.0,USD,US,fulfilled,complete,0,"{""amount"": 5610, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,56.1,168.3,3.8999999999999986,11.7,6.5
18366,2023-01-03 00:00:00,109755,2023-01-03 11:22:40,10,XB15,XBOX $15 (USA),MICROSOFT,15.0,USD,US,fulfilled,complete,0,"{""amount"": 1390, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,13.9,139.0,1.0999999999999996,11.0,7.33
18366,2023-01-03 00:00:00,109756,2023-01-03 11:22:40,30,XB50,XBOX $50 (USA),MICROSOFT,50.0,USD,US,fulfilled,complete,0,"{""amount"": 4525, ""currency"": ""USD""}",PLAY-ASIA.COM (USD),Lai Chi Kok,HK,2023,1,3,Tuesday,45.25,1357.5,4.75,142.5,9.5
18367,2023-01-03 00:00:00,109757,2023-01-03 11:25:16,30,PSN10,PlayStation Network Card $10 (CAN),SONY,10.0,CAD,CA,fulfilled,complete,0,"{""amount"": 955, ""currency"": ""CAD""}",PLAY-ASIA.COM (CAD),Lai Chi Kok,HK,2023,1,3,Tuesday,9.55,286.5,0.4499999999999993,13.5,4.5
18367,2023-01-03 00:00:00,109758,2023-01-03 11:25:16,10,PSN60,PlayStation Network Card $60 (CAN),SONY,60.0,CAD,CA,fulfilled,complete,0,"{""amount"": 5725, ""currency"": ""CAD""}",PLAY-ASIA.COM (CAD),Lai Chi Kok,HK,2023,1,3,Tuesday,57.25,572.5,2.75,27.5,4.58
18367,2023-01-03 00:00:00,109759,2023-01-03 11:25:16,30,NES10,Nintendo eShop $10 (CAN),NINTENDO ESHOP,10.0,CAD,CA,fulfilled,complete,0,"{""amount"": 905, ""currency"": ""CAD""}",PLAY-ASIA.COM (CAD),Lai Chi Kok,HK,2023,1,3,Tuesday,9.05,271.5,0.9499999999999993,28.5,9.5
